district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Tokha,2024-12-15,6,12,1,0,,10,autumn,suburban,1147.3
Chandragiri,2024-12-15,6,12,1,0,,10,autumn,rural,595.0
Godawari,2024-12-15,6,12,1,0,,10,autumn,rural,534.2
Dakshinkali,2024-12-15,6,12,1,0,,10,autumn,rural,454.7
Kathmandu-Core,2024-12-16,0,12,0,0,,9,autumn,commercial,4636.6
Lalitpur,2024-12-16,0,12,0,0,,9,autumn,commercial,3171.3
Bhaktapur,2024-12-16,0,12,0,0,,9,autumn,commercial,2903.7
Kirtipur,2024-12-16,0,12,0,0,,9,autumn,residential,1634.5
Madhyapur Thimi,2024-12-16,0,12,0,0,,9,autumn,residential,1696.3
Budhanilkantha,2024-12-16,0,12,0,0,,9,autumn,suburban,904.6
Tokha,2024-12-16,0,12,0,0,,9,autumn,suburban,937.5
Chandragiri,2024-12-16,0,12,0,0,,9,autumn,rural,537.5
Godawari,2024-12-16,0,12,0,0,,9,autumn,rural,478.3
Dakshinkali,2024-12-16,0,12,0,0,,9,autumn,rural,337.9
Kathmandu-Core,2024-12-17,1,12,0,0,,8,autumn,commercial,4901.3
Lalitpur,2024-12-17,1,12,0,0,,8,autumn,commercial,3230.2
Bhaktapur,2024-12-17,1,12,0,0,,8,autumn,commercial,3664.6
Kirtipur,2024-12-17,1,12,0,0,,8,autumn,residential,1351.4
Madhyapur Thimi,2024-12-17,1,12,0,0,,8,autumn,residential,1999.1
Budhanilkantha,2024-12-17,1,12,0,0,,8,autumn,suburban,1205.0
Tokha,2024-12-17,1,12,0,0,,8,autumn,suburban,859.3
Chandragiri,2024-12-17,1,12,0,0,,8,autumn,rural,599.0
Godawari,2024-12-17,1,12,0,0,,8,autumn,rural,547.9
Dakshinkali,2024-12-17,1,12,0,0,,8,autumn,rural,278.9
Kathmandu-Core,2024-12-18,2,12,0,0,,7,autumn,commercial,4532.9
Lalitpur,2024-12-18,2,12,0,0,,7,autumn,commercial,2529.9
Bhaktapur,2024-12-18,2,12,0,0,,7,autumn,commercial,2687.7
Kirtipur,2024-12-18,2,12,0,0,,7,autumn,residential,2044.3
Madhyapur Thimi,2024-12-18,2,12,0,0,,7,autumn,residential,1767.4
Budhanilkantha,2024-12-18,2,12,0,0,,7,autumn,suburban,979.4
Tokha,2024-12-18,2,12,0,0,,7,autumn,suburban,927.4
Chandragiri,2024-12-18,2,12,0,0,,7,autumn,rural,711.4
Godawari,2024-12-18,2,12,0,0,,7,autumn,rural,370.6
Dakshinkali,2024-12-18,2,12,0,0,,7,autumn,rural,332.1
Kathmandu-Core,2024-12-19,3,12,0,0,,6,autumn,commercial,5043.2
Lalitpur,2024-12-19,3,12,0,0,,6,autumn,commercial,4414.8
Bhaktapur,2024-12-19,3,12,0,0,,6,autumn,commercial,3002.3
Kirtipur,2024-12-19,3,12,0,0,,6,autumn,residential,1455.7
Madhyapur Thimi,2024-12-19,3,12,0,0,,6,autumn,residential,2377.9
Budhanilkantha,2024-12-19,3,12,0,0,,6,autumn,suburban,1358.1
Tokha,2024-12-19,3,12,0,0,,6,autumn,suburban,1027.4
Chandragiri,2024-12-19,3,12,0,0,,6,autumn,rural,514.4
Godawari,2024-12-19,3,12,0,0,,6,autumn,rural,472.2
Dakshinkali,2024-12-19,3,12,0,0,,6,autumn,rural,372.7
Kathmandu-Core,2024-12-20,4,12,0,0,,5,autumn,commercial,4800.3
Lalitpur,2024-12-20,4,12,0,0,,5,autumn,commercial,4577.7
Bhaktapur,2024-12-20,4,12,0,0,,5,autumn,commercial,3629.7
Kirtipur,2024-12-20,4,12,0,0,,5,autumn,residential,1608.0
Madhyapur Thimi,2024-12-20,4,12,0,0,,5,autumn,residential,2390.9
Budhanilkantha,2024-12-20,4,12,0,0,,5,autumn,suburban,1277.5
Tokha,2024-12-20,4,12,0,0,,5,autumn,suburban,1110.6
Chandragiri,2024-12-20,4,12,0,0,,5,autumn,rural,723.9
Godawari,2024-12-20,4,12,0,0,,5,autumn,rural,444.6
Dakshinkali,2024-12-20,4,12,0,0,,5,autumn,rural,408.6
Kathmandu-Core,2024-12-21,5,12,1,0,,4,autumn,commercial,3402.0
Lalitpur,2024-12-21,5,12,1,0,,4,autumn,commercial,2637.7
Bhaktapur,2024-12-21,5,12,1,0,,4,autumn,commercial,3483.1
Kirtipur,2024-12-21,5,12,1,0,,4,autumn,residential,2667.6
Madhyapur Thimi,2024-12-21,5,12,1,0,,4,autumn,residential,1702.5
Budhanilkantha,2024-12-21,5,12,1,0,,4,autumn,suburban,1249.1
Tokha,2024-12-21,5,12,1,0,,4,autumn,suburban,1125.3
Chandragiri,2024-12-21,5,12,1,0,,4,autumn,rural,607.3
Godawari,2024-12-21,5,12,1,0,,4,autumn,rural,538.8
Dakshinkali,2024-12-21,5,12,1,0,,4,autumn,rural,400.9
Kathmandu-Core,2024-12-22,6,12,1,0,,3,autumn,commercial,3735.3
Lalitpur,2024-12-22,6,12,1,0,,3,autumn,commercial,2954.0
Bhaktapur,2024-12-22,6,12,1,0,,3,autumn,commercial,2465.2
Kirtipur,2024-12-22,6,12,1,0,,3,autumn,residential,2346.2
Madhyapur Thimi,2024-12-22,6,12,1,0,,3,autumn,residential,2436.3
Budhanilkantha,2024-12-22,6,12,1,0,,3,autumn,suburban,1261.8
Tokha,2024-12-22,6,12,1,0,,3,autumn,suburban,1073.7
Chandragiri,2024-12-22,6,12,1,0,,3,autumn,rural,675.7
Godawari,2024-12-22,6,12,1,0,,3,autumn,rural,561.0
Dakshinkali,2024-12-22,6,12,1,0,,3,autumn,rural,526.5
Kathmandu-Core,2024-12-23,0,12,0,0,,2,autumn,commercial,3916.3
Lalitpur,2024-12-23,0,12,0,0,,2,autumn,commercial,3969.4
Bhaktapur,2024-12-23,0,12,0,0,,2,autumn,commercial,2999.2
Kirtipur,2024-12-23,0,12,0,0,,2,autumn,residential,1662.3
Madhyapur Thimi,2024-12-23,0,12,0,0,,2,autumn,residential,1529.9
Budhanilkantha,2024-12-23,0,12,0,0,,2,autumn,suburban,1120.3
Tokha,2024-12-23,0,12,0,0,,2,autumn,suburban,812.4
Chandragiri,2024-12-23,0,12,0,0,,2,autumn,rural,500.0
Godawari,2024-12-23,0,12,0,0,,2,autumn,rural,407.1
Dakshinkali,2024-12-23,0,12,0,0,,2,autumn,rural,314.8
Kathmandu-Core,2024-12-24,1,12,0,0,,1,autumn,commercial,5365.0
Lalitpur,2024-12-24,1,12,0,0,,1,autumn,commercial,4186.7
Bhaktapur,2024-12-24,1,12,0,0,,1,autumn,commercial,3740.6
Kirtipur,2024-12-24,1,12,0,0,,1,autumn,residential,1459.1
Madhyapur Thimi,2024-12-24,1,12,0,0,,1,autumn,residential,1916.2
Budhanilkantha,2024-12-24,1,12,0,0,,1,autumn,suburban,963.0
Tokha,2024-12-24,1,12,0,0,,1,autumn,suburban,870.7
Chandragiri,2024-12-24,1,12,0,0,,1,autumn,rural,507.2
Godawari,2024-12-24,1,12,0,0,,1,autumn,rural,545.7
Dakshinkali,2024-12-24,1,12,0,0,,1,autumn,rural,361.9
Kathmandu-Core,2024-12-25,2,12,0,1,Christmas,0,autumn,commercial,5787.7
Lalitpur,2024-12-25,2,12,0,1,Christmas,0,autumn,commercial,4646.0
Bhaktapur,2024-12-25,2,12,0,1,Christmas,0,autumn,commercial,4656.4
Kirtipur,2024-12-25,2,12,0,1,Christmas,0,autumn,residential,1687.7
Madhyapur Thimi,2024-12-25,2,12,0,1,Christmas,0,autumn,residential,2624.5
Budhanilkantha,2024-12-25,2,12,0,1,Christmas,0,autumn,suburban,1556.2
Tokha,2024-12-25,2,12,0,1,Christmas,0,autumn,suburban,1006.8
Chandragiri,2024-12-25,2,12,0,1,Christmas,0,autumn,rural,766.7
Godawari,2024-12-25,2,12,0,1,Christmas,0,autumn,rural,593.0
Dakshinkali,2024-12-25,2,12,0,1,Christmas,0,autumn,rural,443.6
Kathmandu-Core,2024-12-26,3,12,0,0,,1,autumn,commercial,3852.3
Lalitpur,2024-12-26,3,12,0,0,,1,autumn,commercial,3298.5
Bhaktapur,2024-12-26,3,12,0,0,,1,autumn,commercial,3787.8
Kirtipur,2024-12-26,3,12,0,0,,1,autumn,residential,1710.1
Madhyapur Thimi,2024-12-26,3,12,0,0,,1,autumn,residential,2078.3
Budhanilkantha,2024-12-26,3,12,0,0,,1,autumn,suburban,1031.8
Tokha,2024-12-26,3,12,0,0,,1,autumn,suburban,861.1
Chandragiri,2024-12-26,3,12,0,0,,1,autumn,rural,644.0
Godawari,2024-12-26,3,12,0,0,,1,autumn,rural,398.1
Dakshinkali,2024-12-26,3,12,0,0,,1,autumn,rural,361.1
Kathmandu-Core,2024-12-27,4,12,0,0,,2,autumn,commercial,4635.9
Lalitpur,2024-12-27,4,12,0,0,,2,autumn,commercial,3950.9
Bhaktapur,2024-12-27,4,12,0,0,,2,autumn,commercial,3212.6
Kirtipur,2024-12-27,4,12,0,0,,2,autumn,residential,1934.5
Madhyapur Thimi,2024-12-27,4,12,0,0,,2,autumn,residential,2222.6
Budhanilkantha,2024-12-27,4,12,0,0,,2,autumn,suburban,1339.7
Tokha,2024-12-27,4,12,0,0,,2,autumn,suburban,904.6
Chandragiri,2024-12-27,4,12,0,0,,2,autumn,rural,594.6
Godawari,2024-12-27,4,12,0,0,,2,autumn,rural,586.5
Dakshinkali,2024-12-27,4,12,0,0,,2,autumn,rural,454.5
Kathmandu-Core,2024-12-28,5,12,1,0,,3,autumn,commercial,3035.1
Lalitpur,2024-12-28,5,12,1,0,,3,autumn,commercial,3386.0
Bhaktapur,2024-12-28,5,12,1,0,,3,autumn,commercial,2550.2
Kirtipur,2024-12-28,5,12,1,0,,3,autumn,residential,2063.6
Madhyapur Thimi,2024-12-28,5,12,1,0,,3,autumn,residential,2682.6
Budhanilkantha,2024-12-28,5,12,1,0,,3,autumn,suburban,1111.4
Tokha,2024-12-28,5,12,1,0,,3,autumn,suburban,940.4
Chandragiri,2024-12-28,5,12,1,0,,3,autumn,rural,653.4
Godawari,2024-12-28,5,12,1,0,,3,autumn,rural,445.1
Dakshinkali,2024-12-28,5,12,1,0,,3,autumn,rural,438.9
Kathmandu-Core,2024-12-29,6,12,1,0,,4,autumn,commercial,3893.8
Lalitpur,2024-12-29,6,12,1,0,,4,autumn,commercial,3001.7
Bhaktapur,2024-12-29,6,12,1,0,,4,autumn,commercial,3249.3
Kirtipur,2024-12-29,6,12,1,0,,4,autumn,residential,2235.2
Madhyapur Thimi,2024-12-29,6,12,1,0,,4,autumn,residential,2295.5
Budhanilkantha,2024-12-29,6,12,1,0,,4,autumn,suburban,1294.2
Tokha,2024-12-29,6,12,1,0,,4,autumn,suburban,1002.5
Chandragiri,2024-12-29,6,12,1,0,,4,autumn,rural,625.1
Godawari,2024-12-29,6,12,1,0,,4,autumn,rural,538.1
Dakshinkali,2024-12-29,6,12,1,0,,4,autumn,rural,501.1
Kathmandu-Core,2024-12-30,0,12,0,0,,5,autumn,commercial,3819.1
Lalitpur,2024-12-30,0,12,0,0,,5,autumn,commercial,3354.4
Bhaktapur,2024-12-30,0,12,0,0,,5,autumn,commercial,2544.9
Kirtipur,2024-12-30,0,12,0,0,,5,autumn,residential,1617.7
Madhyapur Thimi,2024-12-30,0,12,0,0,,5,autumn,residential,1629.3
Budhanilkantha,2024-12-30,0,12,0,0,,5,autumn,suburban,938.2
Tokha,2024-12-30,0,12,0,0,,5,autumn,suburban,930.5
Chandragiri,2024-12-30,0,12,0,0,,5,autumn,rural,555.3
Godawari,2024-12-30,0,12,0,0,,5,autumn,rural,493.6
Dakshinkali,2024-12-30,0,12,0,0,,5,autumn,rural,342.3
Kathmandu-Core,2024-12-31,1,12,0,0,,6,autumn,commercial,4484.3
Lalitpur,2024-12-31,1,12,0,0,,6,autumn,commercial,3848.6
Bhaktapur,2024-12-31,1,12,0,0,,6,autumn,commercial,3202.3
Kirtipur,2024-12-31,1,12,0,0,,6,autumn,residential,1540.6
Madhyapur Thimi,2024-12-31,1,12,0,0,,6,autumn,residential,1934.1
Budhanilkantha,2024-12-31,1,12,0,0,,6,autumn,suburban,1189.8
Tokha,2024-12-31,1,12,0,0,,6,autumn,suburban,950.8
Chandragiri,2024-12-31,1,12,0,0,,6,autumn,rural,427.3
Godawari,2024-12-31,1,12,0,0,,6,autumn,rural,484.1
Dakshinkali,2024-12-31,1,12,0,0,,6,autumn,rural,480.9
Kathmandu-Core,2025-01-01,2,1,0,0,,7,winter,commercial,3875.0
Lalitpur,2025-01-01,2,1,0,0,,7,winter,commercial,3121.2
Bhaktapur,2025-01-01,2,1,0,0,,7,winter,commercial,3009.0
Kirtipur,2025-01-01,2,1,0,0,,7,winter,residential,1680.7
Madhyapur Thimi,2025-01-01,2,1,0,0,,7,winter,residential,2057.6
Budhanilkantha,2025-01-01,2,1,0,0,,7,winter,suburban,917.0
Tokha,2025-01-01,2,1,0,0,,7,winter,suburban,979.0
Chandragiri,2025-01-01,2,1,0,0,,7,winter,rural,578.3
Godawari,2025-01-01,2,1,0,0,,7,winter,rural,442.3
Dakshinkali,2025-01-01,2,1,0,0,,7,winter,rural,374.6
Kathmandu-Core,2025-01-02,3,1,0,0,,8,winter,commercial,4550.3
Lalitpur,2025-01-02,3,1,0,0,,8,winter,commercial,3778.0
Bhaktapur,2025-01-02,3,1,0,0,,8,winter,commercial,2485.0
Kirtipur,2025-01-02,3,1,0,0,,8,winter,residential,1779.4
Madhyapur Thimi,2025-01-02,3,1,0,0,,8,winter,residential,1786.0
Budhanilkantha,2025-01-02,3,1,0,0,,8,winter,suburban,1089.4
Tokha,2025-01-02,3,1,0,0,,8,winter,suburban,907.9
Chandragiri,2025-01-02,3,1,0,0,,8,winter,rural,530.3
Godawari,2025-01-02,3,1,0,0,,8,winter,rural,514.4
Dakshinkali,2025-01-02,3,1,0,0,,8,winter,rural,356.4
Kathmandu-Core,2025-01-03,4,1,0,0,,9,winter,commercial,3786.4
Lalitpur,2025-01-03,4,1,0,0,,9,winter,commercial,3519.2
Bhaktapur,2025-01-03,4,1,0,0,,9,winter,commercial,3177.1
Kirtipur,2025-01-03,4,1,0,0,,9,winter,residential,2007.7
Madhyapur Thimi,2025-01-03,4,1,0,0,,9,winter,residential,2084.7
Budhanilkantha,2025-01-03,4,1,0,0,,9,winter,suburban,1047.4
Tokha,2025-01-03,4,1,0,0,,9,winter,suburban,1261.9
Chandragiri,2025-01-03,4,1,0,0,,9,winter,rural,601.7
Godawari,2025-01-03,4,1,0,0,,9,winter,rural,560.4
Dakshinkali,2025-01-03,4,1,0,0,,9,winter,rural,381.7
Kathmandu-Core,2025-01-04,5,1,1,0,,10,winter,commercial,3662.8
Lalitpur,2025-01-04,5,1,1,0,,10,winter,commercial,3388.1
Bhaktapur,2025-01-04,5,1,1,0,,10,winter,commercial,3631.1
Kirtipur,2025-01-04,5,1,1,0,,10,winter,residential,2190.7
Madhyapur Thimi,2025-01-04,5,1,1,0,,10,winter,residential,2286.7
Budhanilkantha,2025-01-04,5,1,1,0,,10,winter,suburban,1143.1
Tokha,2025-01-04,5,1,1,0,,10,winter,suburban,922.1
Chandragiri,2025-01-04,5,1,1,0,,10,winter,rural,589.6
Godawari,2025-01-04,5,1,1,0,,10,winter,rural,575.4
Dakshinkali,2025-01-04,5,1,1,0,,10,winter,rural,438.0
Kathmandu-Core,2025-01-05,6,1,1,0,,10,winter,commercial,3882.5
Lalitpur,2025-01-05,6,1,1,0,,10,winter,commercial,3614.5
Bhaktapur,2025-01-05,6,1,1,0,,10,winter,commercial,2819.7
Kirtipur,2025-01-05,6,1,1,0,,10,winter,residential,1748.8
Madhyapur Thimi,2025-01-05,6,1,1,0,,10,winter,residential,2035.1
Budhanilkantha,2025-01-05,6,1,1,0,,10,winter,suburban,1231.9
Tokha,2025-01-05,6,1,1,0,,10,winter,suburban,927.7
Chandragiri,2025-01-05,6,1,1,0,,10,winter,rural,659.0
Godawari,2025-01-05,6,1,1,0,,10,winter,rural,543.8
Dakshinkali,2025-01-05,6,1,1,0,,10,winter,rural,452.1
Kathmandu-Core,2025-01-06,0,1,0,0,,9,winter,commercial,3184.5
Lalitpur,2025-01-06,0,1,0,0,,9,winter,commercial,2736.0
Bhaktapur,2025-01-06,0,1,0,0,,9,winter,commercial,2828.3
Kirtipur,2025-01-06,0,1,0,0,,9,winter,residential,1145.2
Madhyapur Thimi,2025-01-06,0,1,0,0,,9,winter,residential,1917.8
Budhanilkantha,2025-01-06,0,1,0,0,,9,winter,suburban,1006.5
Tokha,2025-01-06,0,1,0,0,,9,winter,suburban,1111.5
Chandragiri,2025-01-06,0,1,0,0,,9,winter,rural,655.1
Godawari,2025-01-06,0,1,0,0,,9,winter,rural,418.2
Dakshinkali,2025-01-06,0,1,0,0,,9,winter,rural,337.6
Kathmandu-Core,2025-01-07,1,1,0,0,,8,winter,commercial,4533.9
Lalitpur,2025-01-07,1,1,0,0,,8,winter,commercial,4119.0
Bhaktapur,2025-01-07,1,1,0,0,,8,winter,commercial,2313.9
Kirtipur,2025-01-07,1,1,0,0,,8,winter,residential,1272.7
Madhyapur Thimi,2025-01-07,1,1,0,0,,8,winter,residential,1665.6
Budhanilkantha,2025-01-07,1,1,0,0,,8,winter,suburban,1155.5
Tokha,2025-01-07,1,1,0,0,,8,winter,suburban,953.7
Chandragiri,2025-01-07,1,1,0,0,,8,winter,rural,609.3
Godawari,2025-01-07,1,1,0,0,,8,winter,rural,385.2
Dakshinkali,2025-01-07,1,1,0,0,,8,winter,rural,259.9
Kathmandu-Core,2025-01-08,2,1,0,0,,7,winter,commercial,4467.0
Lalitpur,2025-01-08,2,1,0,0,,7,winter,commercial,3080.1
Bhaktapur,2025-01-08,2,1,0,0,,7,winter,commercial,2182.4
Kirtipur,2025-01-08,2,1,0,0,,7,winter,residential,1648.2
Madhyapur Thimi,2025-01-08,2,1,0,0,,7,winter,residential,1971.3
Budhanilkantha,2025-01-08,2,1,0,0,,7,winter,suburban,1064.2
Tokha,2025-01-08,2,1,0,0,,7,winter,suburban,850.6
Chandragiri,2025-01-08,2,1,0,0,,7,winter,rural,529.7
Godawari,2025-01-08,2,1,0,0,,7,winter,rural,430.0
Dakshinkali,2025-01-08,2,1,0,0,,7,winter,rural,301.8
Kathmandu-Core,2025-01-09,3,1,0,0,,6,winter,commercial,3702.7
Lalitpur,2025-01-09,3,1,0,0,,6,winter,commercial,3633.9
Bhaktapur,2025-01-09,3,1,0,0,,6,winter,commercial,2991.2
Kirtipur,2025-01-09,3,1,0,0,,6,winter,residential,1652.7
Madhyapur Thimi,2025-01-09,3,1,0,0,,6,winter,residential,1585.0
Budhanilkantha,2025-01-09,3,1,0,0,,6,winter,suburban,1056.5
Tokha,2025-01-09,3,1,0,0,,6,winter,suburban,664.9
Chandragiri,2025-01-09,3,1,0,0,,6,winter,rural,551.6
Godawari,2025-01-09,3,1,0,0,,6,winter,rural,527.2
Dakshinkali,2025-01-09,3,1,0,0,,6,winter,rural,296.3
Kathmandu-Core,2025-01-10,4,1,0,0,,5,winter,commercial,4066.5
Lalitpur,2025-01-10,4,1,0,0,,5,winter,commercial,3839.5
Bhaktapur,2025-01-10,4,1,0,0,,5,winter,commercial,3578.0
Kirtipur,2025-01-10,4,1,0,0,,5,winter,residential,1655.5
Madhyapur Thimi,2025-01-10,4,1,0,0,,5,winter,residential,1782.5
Budhanilkantha,2025-01-10,4,1,0,0,,5,winter,suburban,890.8
Tokha,2025-01-10,4,1,0,0,,5,winter,suburban,984.1
Chandragiri,2025-01-10,4,1,0,0,,5,winter,rural,726.1
Godawari,2025-01-10,4,1,0,0,,5,winter,rural,502.2
Dakshinkali,2025-01-10,4,1,0,0,,5,winter,rural,387.8
Kathmandu-Core,2025-01-11,5,1,1,0,,4,winter,commercial,3575.6
Lalitpur,2025-01-11,5,1,1,0,,4,winter,commercial,3073.9
Bhaktapur,2025-01-11,5,1,1,0,,4,winter,commercial,2858.9
Kirtipur,2025-01-11,5,1,1,0,,4,winter,residential,2136.1
Madhyapur Thimi,2025-01-11,5,1,1,0,,4,winter,residential,2126.1
Budhanilkantha,2025-01-11,5,1,1,0,,4,winter,suburban,1190.5
Tokha,2025-01-11,5,1,1,0,,4,winter,suburban,874.1
Chandragiri,2025-01-11,5,1,1,0,,4,winter,rural,655.7
Godawari,2025-01-11,5,1,1,0,,4,winter,rural,558.8
Dakshinkali,2025-01-11,5,1,1,0,,4,winter,rural,420.1
Kathmandu-Core,2025-01-12,6,1,1,0,,3,winter,commercial,3856.4
Lalitpur,2025-01-12,6,1,1,0,,3,winter,commercial,2894.2
Bhaktapur,2025-01-12,6,1,1,0,,3,winter,commercial,2870.7
Kirtipur,2025-01-12,6,1,1,0,,3,winter,residential,1766.8
Madhyapur Thimi,2025-01-12,6,1,1,0,,3,winter,residential,1630.1
Budhanilkantha,2025-01-12,6,1,1,0,,3,winter,suburban,1255.2
Tokha,2025-01-12,6,1,1,0,,3,winter,suburban,772.5
Chandragiri,2025-01-12,6,1,1,0,,3,winter,rural,483.4
Godawari,2025-01-12,6,1,1,0,,3,winter,rural,388.6
Dakshinkali,2025-01-12,6,1,1,0,,3,winter,rural,445.4
Kathmandu-Core,2025-01-13,0,1,0,0,,2,winter,commercial,4911.5
Lalitpur,2025-01-13,0,1,0,0,,2,winter,commercial,4058.1
Bhaktapur,2025-01-13,0,1,0,0,,2,winter,commercial,3111.8
Kirtipur,2025-01-13,0,1,0,0,,2,winter,residential,1719.3
Madhyapur Thimi,2025-01-13,0,1,0,0,,2,winter,residential,2346.9
Budhanilkantha,2025-01-13,0,1,0,0,,2,winter,suburban,1245.7
Tokha,2025-01-13,0,1,0,0,,2,winter,suburban,1153.7
Chandragiri,2025-01-13,0,1,0,0,,2,winter,rural,596.1
Godawari,2025-01-13,0,1,0,0,,2,winter,rural,567.8
Dakshinkali,2025-01-13,0,1,0,0,,2,winter,rural,514.1
Kathmandu-Core,2025-01-14,1,1,0,0,,1,winter,commercial,5635.3
Lalitpur,2025-01-14,1,1,0,0,,1,winter,commercial,4226.0
Bhaktapur,2025-01-14,1,1,0,0,,1,winter,commercial,3859.6
Kirtipur,2025-01-14,1,1,0,0,,1,winter,residential,2045.2
Madhyapur Thimi,2025-01-14,1,1,0,0,,1,winter,residential,2342.2
Budhanilkantha,2025-01-14,1,1,0,0,,1,winter,suburban,1349.1
Tokha,2025-01-14,1,1,0,0,,1,winter,suburban,1146.9
Chandragiri,2025-01-14,1,1,0,0,,1,winter,rural,719.9
Godawari,2025-01-14,1,1,0,0,,1,winter,rural,515.3
Dakshinkali,2025-01-14,1,1,0,0,,1,winter,rural,410.9
Kathmandu-Core,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,commercial,5062.8
Lalitpur,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,commercial,4144.9
Bhaktapur,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,commercial,3689.0
Kirtipur,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,residential,2476.5
Madhyapur Thimi,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,residential,2410.7
Budhanilkantha,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,suburban,1719.8
Tokha,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,suburban,1355.6
Chandragiri,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,rural,618.7
Godawari,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,rural,728.1
Dakshinkali,2025-01-15,2,1,0,1,Maghe Sankranti,0,winter,rural,592.5
Kathmandu-Core,2025-01-16,3,1,0,0,,1,winter,commercial,4637.1
Lalitpur,2025-01-16,3,1,0,0,,1,winter,commercial,4670.2
Bhaktapur,2025-01-16,3,1,0,0,,1,winter,commercial,3359.2
Kirtipur,2025-01-16,3,1,0,0,,1,winter,residential,2130.7
Madhyapur Thimi,2025-01-16,3,1,0,0,,1,winter,residential,1984.9
Budhanilkantha,2025-01-16,3,1,0,0,,1,winter,suburban,1101.9
Tokha,2025-01-16,3,1,0,0,,1,winter,suburban,1116.3
Chandragiri,2025-01-16,3,1,0,0,,1,winter,rural,691.6
Godawari,2025-01-16,3,1,0,0,,1,winter,rural,557.1
Dakshinkali,2025-01-16,3,1,0,0,,1,winter,rural,401.5
Kathmandu-Core,2025-01-17,4,1,0,0,,2,winter,commercial,5413.3
Lalitpur,2025-01-17,4,1,0,0,,2,winter,commercial,4956.8
Bhaktapur,2025-01-17,4,1,0,0,,2,winter,commercial,4021.7
Kirtipur,2025-01-17,4,1,0,0,,2,winter,residential,2324.3
Madhyapur Thimi,2025-01-17,4,1,0,0,,2,winter,residential,2324.0
Budhanilkantha,2025-01-17,4,1,0,0,,2,winter,suburban,1729.5
Tokha,2025-01-17,4,1,0,0,,2,winter,suburban,1085.3
Chandragiri,2025-01-17,4,1,0,0,,2,winter,rural,802.5
Godawari,2025-01-17,4,1,0,0,,2,winter,rural,721.4
Dakshinkali,2025-01-17,4,1,0,0,,2,winter,rural,534.6
Kathmandu-Core,2025-01-18,5,1,1,0,,3,winter,commercial,3358.8
Lalitpur,2025-01-18,5,1,1,0,,3,winter,commercial,2882.9
Bhaktapur,2025-01-18,5,1,1,0,,3,winter,commercial,3561.9
Kirtipur,2025-01-18,5,1,1,0,,3,winter,residential,1612.0
Madhyapur Thimi,2025-01-18,5,1,1,0,,3,winter,residential,1829.0
Budhanilkantha,2025-01-18,5,1,1,0,,3,winter,suburban,1131.3
Tokha,2025-01-18,5,1,1,0,,3,winter,suburban,1137.0
Chandragiri,2025-01-18,5,1,1,0,,3,winter,rural,592.8
Godawari,2025-01-18,5,1,1,0,,3,winter,rural,457.4
Dakshinkali,2025-01-18,5,1,1,0,,3,winter,rural,433.2
Kathmandu-Core,2025-01-19,6,1,1,0,,4,winter,commercial,3188.7
Lalitpur,2025-01-19,6,1,1,0,,4,winter,commercial,2815.8
Bhaktapur,2025-01-19,6,1,1,0,,4,winter,commercial,3540.1
Kirtipur,2025-01-19,6,1,1,0,,4,winter,residential,1624.0
Madhyapur Thimi,2025-01-19,6,1,1,0,,4,winter,residential,2469.6
Budhanilkantha,2025-01-19,6,1,1,0,,4,winter,suburban,1306.1
Tokha,2025-01-19,6,1,1,0,,4,winter,suburban,1119.6
Chandragiri,2025-01-19,6,1,1,0,,4,winter,rural,535.5
Godawari,2025-01-19,6,1,1,0,,4,winter,rural,508.2
Dakshinkali,2025-01-19,6,1,1,0,,4,winter,rural,372.6
Kathmandu-Core,2025-01-20,0,1,0,0,,5,winter,commercial,3605.3
Lalitpur,2025-01-20,0,1,0,0,,5,winter,commercial,3441.5
Bhaktapur,2025-01-20,0,1,0,0,,5,winter,commercial,3161.5
Kirtipur,2025-01-20,0,1,0,0,,5,winter,residential,1334.5
Madhyapur Thimi,2025-01-20,0,1,0,0,,5,winter,residential,1635.0
Budhanilkantha,2025-01-20,0,1,0,0,,5,winter,suburban,1007.4
Tokha,2025-01-20,0,1,0,0,,5,winter,suburban,711.8
Chandragiri,2025-01-20,0,1,0,0,,5,winter,rural,549.4
Godawari,2025-01-20,0,1,0,0,,5,winter,rural,390.4
Dakshinkali,2025-01-20,0,1,0,0,,5,winter,rural,334.0
Kathmandu-Core,2025-01-21,1,1,0,0,,6,winter,commercial,3830.4
Lalitpur,2025-01-21,1,1,0,0,,6,winter,commercial,3096.1
Bhaktapur,2025-01-21,1,1,0,0,,6,winter,commercial,2877.6
Kirtipur,2025-01-21,1,1,0,0,,6,winter,residential,1578.1
Madhyapur Thimi,2025-01-21,1,1,0,0,,6,winter,residential,1719.7
Budhanilkantha,2025-01-21,1,1,0,0,,6,winter,suburban,985.6
